PT	AU	BA	BE	GP	AF	BF	CA	TI	SO	SE	BS	LA	DT	CT	CY	CL	SP	HO	DE	ID	AB	C1	C3	RP	EM	RI	OI	FU	FP	FX	CR	NR	TC	Z9	U1	U2	PU	PI	PA	SN	EI	BN	J9	JI	PD	PY	VL	IS	PN	SU	SI	MA	BP	EP	AR	DI	DL	D2	EA	PG	WC	WE	SC	GA	PM	OA	HC	HP	DA	UT
J	Lai, WC; Bialkowski, A; Guo, L; Bialkowski, K; Abbosh, A				Lai, Wei-chung; Bialkowski, Alina; Guo, Lei; Bialkowski, Konstanty; Abbosh, Amin			Conditional Synthetic Signal Generation for Microwave Head Imaging Using Diffusion Models	IEEE JOURNAL OF ELECTROMAGNETICS RF AND MICROWAVES IN MEDICINE AND BIOLOGY												Deep learning models have the potential to improve the accuracy and speed of medical microwave imaging. However, their performance often suffers due to a lack of high-quality data. Generative models, especially Denoising Diffusion Probabilistic Models (DDPM), solve this problem by creating realistic data for training and validation. These models have been used in various fields like text-to-image generation, time series generation, and EEG signal synthesis. However, they are not yet used in microwave head imaging for signal generation. Generating meaningful signals for stroke detection in microwave head imaging is challenging because the signals must show both the type and location of strokes. In this paper, DDPM is introduced for conditional signal generation in microwave head imaging. Also, different ways to embed the relevant conditions are explored. The generated signals are evaluated using quantitative metrics and the distorted Born iterative method to check their physical plausibility. Our results show that DDPM, with specially designed condition embeddings and noise schedulers, generates realistic signals, offering a new approach to train and validate deep learning models for microwave head imaging.					Abbosh, Amin/C-3944-2009; Bialkowski, Alina/ABM-1179-2022; Guo, Lei/IVV-5680-2023	Abbosh, Amin/0000-0002-8015-5883; Bialkowski, Konstanty/0000-0002-3461-0371; 													2469-7249	2469-7257				DEC	2025	9	4					466	477		10.1109/JERM.2025.3581576	http://dx.doi.org/10.1109/JERM.2025.3581576		JUL 2025											WOS:001522948300001
J	Montoya-del-Angel, R; Sam-Millan, K; Vilanova, JC; Martí, R				Montoya-del-Angel, Ricardo; Sam-Millan, Karla; Vilanova, Joan C.; Marti, Robert			MAM-E: Mammographic Synthetic Image Generation with Diffusion Models	SENSORS												Generative models are used as an alternative data augmentation technique to alleviate the data scarcity problem faced in the medical imaging field. Diffusion models have gathered special attention due to their innovative generation approach, the high quality of the generated images, and their relatively less complex training process compared with Generative Adversarial Networks. Still, the implementation of such models in the medical domain remains at an early stage. In this work, we propose exploring the use of diffusion models for the generation of high-quality, full-field digital mammograms using state-of-the-art conditional diffusion pipelines. Additionally, we propose using stable diffusion models for the inpainting of synthetic mass-like lesions on healthy mammograms. We introduce MAM-E, a pipeline of generative models for high-quality mammography synthesis controlled by a text prompt and capable of generating synthetic mass-like lesions on specific regions of the breast. Finally, we provide quantitative and qualitative assessment of the generated images and easy-to-use graphical user interfaces for mammography synthesis.					Martí, Robert/H-7917-2015; Vilanova, Joan C/H-6104-2015	Martí, Robert/0000-0002-8080-2710; Vilanova, Joan C/0000-0003-2148-6751; Montoya-del-Angel, Ricardo/0009-0000-8383-9183														1424-8220				APR	2024	24	7							2076	10.3390/s24072076	http://dx.doi.org/10.3390/s24072076								38610288					WOS:001201517500001
J	Sarp, S; Kuzlu, M; Wilson, E; Guler, O				Sarp, Salih; Kuzlu, Murat; Wilson, Emmanuel; Guler, Ozgur			WG2AN: Synthetic wound image generation using generative adversarial network	JOURNAL OF ENGINEERING-JOE												In part due to its ability to mimic any data distribution, Generative Adversarial Network (GAN) algorithms have been successfully applied to many applications, such as data augmentation, text-to-image translation, image-to-image translation, and image inpainting. Learning from data without crafting loss functions for each application provides broader applicability of the GAN algorithm. Medical image synthesis is also another field that the GAN algorithm has great potential to assist clinician training. This paper proposes a synthetic wound image generation model based on GAN architecture to increase the quality of clinical training. The proposed model is trained on chronic wound datasets with various sizes taken from real hospital environments. Hyperparameters such as epoch count and dataset size for training tasks are studied to find optimum training conditions as well. The performance of the developed model was evaluated through a mean squared error (MSE) metric to determine the similarity between generated and actual wounds. Visual inspection is performed to examine generated wound images. The results show that the proposed synthetic wound image generation (WG(2)AN) model has great potential to be used in medical training and performs well in producing synthetic wound images with a 1000-image training dataset and 200 epochs of training.					Sarp, Salih/ADP-9995-2022; Kuzlu, Murat/H-7156-2016															2051-3305				MAY	2021	2021	5					286	294		10.1049/tje2.12033	http://dx.doi.org/10.1049/tje2.12033		APR 2021											WOS:000641563600001
J	Li, JF; Zhou, YJ; Jiang, XQ; Natarajan, K; Pakhomov, SV; Liu, HF; Xu, H				Li, Jianfu; Zhou, Yujia; Jiang, Xiaoqian; Natarajan, Karthik; Pakhomov, Serguei Vs; Liu, Hongfang; Xu, Hua			Are synthetic clinical notes useful for real natural language processing tasks: A case study on clinical entity recognition	JOURNAL OF THE AMERICAN MEDICAL INFORMATICS ASSOCIATION												Objective: : Developing clinical natural language processing systems often requires access to many clinical documents, which are not widely available to the public due to privacy and security concerns. To address this challenge, we propose to develop methods to generate synthetic clinical notes and evaluate their utility in real clinical natural language processing tasks. Materials and Methods: : We implemented 4 state-of-the-art text generation models, namely CharRNN, Seg-GAN, GPT-2, and CTRL, to generate clinical text for the History and Present Illness section. We then manually annotated clinical entities for randomly selected 500 History and Present Illness notes generated from the best-performing algorithm. To compare the utility of natural and synthetic corpora, we trained named entity recognition (NER) models from all 3 corpora and evaluated their performance on 2 independent natural corpora. Results: : Our evaluation shows GPT-2 achieved the best BLEU (bilingual evaluation understudy) score (with a BLEU-2 of 0.92). NER models trained on synthetic corpus generated by GPT-2 showed slightly better performance on 2 independent corpora: strict F1 scores of 0.709 and 0.748, respectively, when compared with the NER models trained on natural corpus (F1 scores of 0.706 and 0.737, respectively), indicating the good utility of synthetic corpora in clinical NER model development. In addition, we also demonstrated that an augmented method that combines both natural and synthetic corpora achieved better performance than that uses the natural corpus only. Conclusions: : Recent advances in text generation have made it possible to generate synthetic clinical notes that could be useful for training NER models for information extraction from natural clinical notes, thus lowering the privacy concern and increasing data availability. Further investigation is needed to apply this technology to practice.					Jiang, Xiaoqian/K-6752-2012	Jiang, Xiaoqian/0000-0001-9933-2205; Zhou, Yujia/0000-0003-0889-2261; Natarajan, Karthik/0000-0002-9066-9431													1067-5027	1527-974X				OCT	2021	28	10					2193	2201		10.1093/jamia/ocab112	http://dx.doi.org/10.1093/jamia/ocab112		JUL 2021						34272955					WOS:000745625700016
J	Allan-Blitz, LT; Ambepitiya, S; Prathapa, J; Rietmeijer, CA; Kularathne, Y; Klausner, JD				Allan-Blitz, Lao-Tzu; Ambepitiya, Sithira; Prathapa, Janitha; Rietmeijer, Cornelis A.; Kularathne, Yudara; Klausner, Jeffrey D.			Synergistic pairing of synthetic image generation with disease classification modeling permits rapid digital classification tool development	SCIENTIFIC REPORTS												Machine-learning disease classification models have the potential to support diagnosis of various diseases. Pairing classification models with synthetic image generation may overcome barriers to developing classification models and permit their use in numerous contexts. Using 10 images of penises with human papilloma virus (HPV)-related disease, we trained a denoising diffusion probabilistic model. Combined with text-to-image generation, we produced 630 synthetic images, of which 500 were deemed plausible by expert clinicians. We used those images to train a Vision Transformer model. We assessed the model's performance on clinical images of HPV-related disease (n = 70), diseases other than HPV (n = 70), and non-diseased images (n = 70), calculating recall, precision, F1-score, and Area Under the Receiver Operating Characteristics Curve (AUC). The model correctly classified 64 of 70 images of HPV-related disease, with a recall of 91.4% (95% CI 82.3%-96.8%). The precision of the model for HPV-related disease was 95.5% (95% CI 87.5%-99.1%), and the F1-score was 93.4%. The AUC for HPV-related disease was 0.99 (95% CI 0.98-1.0). Overall, the HPV-related disease classification model demonstrated excellent performance on clinical images, which was trained exclusively using synthetic images.																			2045-2322					OCT 27	2024	14	1							25632	10.1038/s41598-024-77565-6	http://dx.doi.org/10.1038/s41598-024-77565-6								39465329					WOS:001345832600027
J	Zafar, A; Sahoo, SK; Bhardawaj, H; Das, A; Ekbal, A				Zafar, Aizan; Sahoo, Sovan Kumar; Bhardawaj, Harsh; Das, Amitava; Ekbal, Asif			KI-MAG: A knowledge-infused abstractive question answering system in medical domain	NEUROCOMPUTING												question-answering (QA) has emerged as a prominent area in Natural Language Processing (NLP) due to its ability to produce concise and human-like responses, particularly with the advancement of Large Language Models. Despite its potential, abstractive QA suffers from challenges like the need for extensive training data and the generation of incorrect entities and out-of-context words in the responses. In safety- critical domains like medical and clinical settings, such issues are unacceptable and may compromise the accuracy and reliability of generated answers. We proposed KI-MAG (Knowledge-Infused Medical Abstractive Generator) model, a novel Knowledge-Infused Abstractive Question Answering System specifically designed for the medical domain. KI-MAG aims to address the aforementioned limitations and enhance the correctness of generated responses while mitigating data sparsity concerns. The KI-MAG system produces more precise and informative answers by incorporating relevant medical entities into the model's generation process. Furthermore, we adopt a synthetic data generation approach using question-answer pairs to overcome the challenge of limited training data in the medical domain. These synthetic pairs augment the original dataset, resulting in better model generalization and improved performance. Our extensive experimental evaluations demonstrate the effectiveness of the KI-MAG system. Compared to traditional abstractive QA models, our approach exhibits a substantial increase of approximately 15% in Blue-1, Blue-2, Blue-3, and Blue-4 scores, indicating a remarkable improvement in answer accuracy and overall quality of responses. Overall, our Knowledge-Infused Abstractive Question Answering System in the Medical Domain (KI-MAG) presents a promising solution to enhance the performance and reliability of abstractive QA models in safety-critical medical applications where precision and correctness of answers are of utmost importance.					; Ekbal, Asif/JKI-7638-2023	Zafar, Aizan/0000-0002-1932-0595; 													0925-2312	1872-8286				FEB 28	2024	571								127141	10.1016/j.neucom.2023.127141	http://dx.doi.org/10.1016/j.neucom.2023.127141		DEC 2023											WOS:001149037100001
J	Suvalov, H; Lepson, M; Kukk, V; Malk, M; Ilves, N; Kuulmets, HA; Kolde, R				Suvalov, Hendrik; Lepson, Mihkel; Kukk, Veronika; Malk, Maria; Ilves, Neeme; Kuulmets, Hele-Andra; Kolde, Raivo			Using Synthetic Health Care Data to Leverage Large Language Models for Named Entity Recognition: Development and Validation Study	JOURNAL OF MEDICAL INTERNET RESEARCH												Background: Named entity recognition (NER) plays a vital role in extracting critical medical entities from health care records, facilitating applications such as clinical decision support and data mining. Developing robust NER models for low-resource languages, such as Estonian, remains a challenge due to the scarcity of annotated data and domain-specific pretrained models. Large language models (LLMs) have proven to be promising in understanding text from any language or domain. Objective: This study addresses the development of medical NER models for low-resource languages, specifically Estonian. We propose a novel approach by generating synthetic health care data and using LLMs to annotate them. These synthetic data are then used to train a high-performing NER model, which is applied to real-world medical texts, preserving patient data privacy. Methods: Our approach to overcoming the shortage of annotated Estonian health care texts involves a three-step pipeline: (1) synthetic health care data are generated using a locally trained GPT-2 model on Estonian medical records, (2) the synthetic data are annotated with LLMs, specifically GPT-3.5-Turbo and GPT-4, and (3) the annotated synthetic data are then used to fine-tune an NER model, which is later tested on real-world medical data. This paper compares the performance of different prompts; assesses the impact of GPT-3.5-Turbo, GPT-4, and a local LLM; and explores the relationship between the amount of annotated Results: The proposed methodology demonstrates significant potential in extracting named entities from real-world medical texts. Our top-performing setup achieved an F1-score of 0.69 for drug extraction and 0.38 for procedure extraction. These results indicate a strong performance in recognizing certain entity types while highlighting the complexity of extracting procedures. Conclusions: This paper demonstrates a successful approach to leveraging LLMs for training NER models using synthetic data, effectively preserving patient privacy. By avoiding reliance on human-annotated data, our method shows promise in developing models for low-resource languages, such as Estonian. Future work will focus on refining the synthetic data generation and expanding the method's applicability to other domains and languages.						Kolde, Raivo/0000-0003-2886-6298; Lepson, Mihkel/0009-0009-3023-7272; , Veronika/0009-0003-8020-5769; , Maria Malk/0009-0007-9444-0347; Kuulmets, Hele-Ana/0009-0000-8068-661X; Ilves, Neeme/0009-0008-9617-2988													1438-8871					MAR 18	2025	27								e66279	10.2196/66279	http://dx.doi.org/10.2196/66279								40101227					WOS:001469527400006
J	Shavlokhova, V; Vollmer, A; Zouboulis, CC; Vollmer, M; Wollborn, J; Lang, G; Kübler, A; Hartmann, S; Stoll, C; Roider, E; Saravi, B				Shavlokhova, Veronika; Vollmer, Andreas; Zouboulis, Christos C.; Vollmer, Michael; Wollborn, Jakob; Lang, Gernot; Kuebler, Alexander; Hartmann, Stefan; Stoll, Christian; Roider, Elisabeth; Saravi, Babak			Finetuning of GLIDE stable diffusion model for AI-based text-conditional image synthesis of dermoscopic images	FRONTIERS IN MEDICINE												BackgroundThe development of artificial intelligence (AI)-based algorithms and advances in medical domains rely on large datasets. A recent advancement in text-to-image generative AI is GLIDE (Guided Language to Image Diffusion for Generation and Editing). There are a number of representations available in the GLIDE model, but it has not been refined for medical applications.MethodsFor text-conditional image synthesis with classifier-free guidance, we have fine-tuned GLIDE using 10,015 dermoscopic images of seven diagnostic entities, including melanoma and melanocytic nevi. Photorealistic synthetic samples of each diagnostic entity were created by the algorithm. Following this, an experienced dermatologist reviewed 140 images (20 of each entity), with 10 samples originating from artificial intelligence and 10 from original images from the dataset. The dermatologist classified the provided images according to the seven diagnostic entities. Additionally, the dermatologist was asked to indicate whether or not a particular image was created by AI. Further, we trained a deep learning model to compare the diagnostic results of dermatologist versus machine for entity classification.ResultsThe results indicate that the generated images possess varying degrees of quality and realism, with melanocytic nevi and melanoma having higher similarity to real images than other classes. The integration of synthetic images improved the classification performance of the model, resulting in higher accuracy and precision. The AI assessment showed superior classification performance compared to dermatologist.ConclusionOverall, the results highlight the potential of synthetic images for training and improving AI models in dermatology to overcome data scarcity.					Saravi, Babak/AAV-9666-2020; Prof. Dr. Zouboulis, Christos/I-4493-2013; Vollmer, Andreas/ABD-1971-2021	Saravi, Babak/0000-0003-2298-3696; 														2296-858X				OCT 20	2023	10								1231436	10.3389/fmed.2023.1231436	http://dx.doi.org/10.3389/fmed.2023.1231436								37928464					WOS:001092377500001
J	Rajagopalan, S; Poori, S; Narasimhan, M; Rethinam, S; Kuppusamy, CV; Balasubramanian, R; Annamalai, VMP; Rengarajan, A				Rajagopalan, Sundararaman; Poori, Siva; Narasimhan, Mukund; Rethinam, Sivaraman; Kuppusamy, Chandrasekar Vallipalayam; Balasubramanian, Ramalingam; Annamalai, Vijaya Moorthi Paramasivam; Rengarajan, Amirtharajan			Chua's diode and strange attractor: a three-layer hardware-software co-design for medical image confidentiality	IET IMAGE PROCESSING												Medical image security relies upon the arrival of improved techniques for enhancing the confusion as well as diffusion processes in the pixel level manipulations. Non-linear circuits constructed with hardware components can be employed for hardware-software co-design in medical image encryption. The proposed approach has adopted Chua diode circuit for the generation of 256 x 256 random synthetic image with the entropy of 7.9972. This synthetic image has been utilised to scramble the DICOM image for the second level of diffusion as the cellular automata provides the first level of scrambling and diffusion. The average correlation coefficients of encrypted pixels are 0.00204, -0.00298 and -0.00054 in three directions. The encrypted pixels pass the NIST SP 800-22 test suite and offer resistance to statistical, differential and chosen plain text attacks.					Rethinam, Sivaraman/JDM-3125-2023; R, Balasubramanian/AAO-1896-2020; Amirtharajan, Rengarajan/C-6471-2011; Chandrasekar, V K/C-3844-2013	Rethinam, Sivaraman/0000-0001-9292-8524; R, Balasubramanian/0000-0002-4765-0399; Amirtharajan, Rengarajan/0000-0003-1574-3045; Sundararaman, Rajagopalan/0000-0003-3505-3260; VK, Chanasekar/0000-0002-2220-9310; 													1751-9659	1751-9667				MAY 29	2020	14	7					1354	1365		10.1049/iet-ipr.2019.0562	http://dx.doi.org/10.1049/iet-ipr.2019.0562													WOS:000536604200017
J	Ren, LB; Belkadi, S; Han, LF; Del-Pinto, W; Nenadic, G				Ren, Libo; Belkadi, Samuel; Han, Lifeng; Del-Pinto, Warren; Nenadic, Goran			Synthetic4Health: generating annotated synthetic clinical letters	FRONTIERS IN DIGITAL HEALTH												Clinical letters contain sensitive information, limiting their use in model training, medical research, and education. This study aims to generate reliable, diverse, and de-identified synthetic clinical letters to support these tasks. We investigated multiple pre-trained language models for text masking and generation, focusing on Bio_ClinicalBERT, and applied different masking strategies. Evaluation included qualitative and quantitative assessments, downstream named entity recognition (NER) tasks, and clinically focused evaluations using BioGPT and GPT-3.5-turbo. The experiments show: (1) encoder-only models perform better than encoder-decoder models; (2) models trained on general corpora perform comparably to clinical-domain models if clinical entities are preserved; (3) preserving clinical entities and document structure aligns with the task objectives; (4) Masking strategies have a noticeable impact on the quality of synthetic clinical letters: masking stopwords has a positive impact, while masking nouns or verbs has a negative effect; (5) The BERTScore should be the primary quantitative evaluation metric, with other metrics serving as supplementary references; (6) Contextual information has only a limited effect on the models' understanding, suggesting that synthetic letters can effectively substitute real ones in downstream NER tasks; (7) Although the model occasionally generates hallucinated content, it appears to have little effect on overall clinical performance. Unlike previous research, which primarily focuses on reconstructing original letters by training language models, this paper provides a foundational framework for generating diverse, de-identified clinical letters. It offers a direction for utilizing the model to process real-world clinical letters, thereby helping to expand datasets in the clinical domain. Our codes and trained models are available at https://github.com/HECTA-UoM/Synthetic4Health.						Han, Lifeng/0000-0002-3221-2185														2673-253X				MAY 30	2025	7								1497130	10.3389/fdgth.2025.1497130	http://dx.doi.org/10.3389/fdgth.2025.1497130								40520216					WOS:001507366400001
J	Mehlenbacher, B; Balbon, AP; Mehlenbacher, AR				Mehlenbacher, Brad; Balbon, Ana Patricia; Mehlenbacher, Ashley Rose			Synthetic Genres: Expert Genres, Non-Specialist Audiences, and Misinformation in the Artificial Intelligence Age	JOURNAL OF TECHNICAL WRITING AND COMMUNICATION												Drawing on rhetorical genre studies, we explore research article abstracts created by generative artificial intelligence (AI). These synthetic genres-genre-ing activities shaped by the recursive nature of language learning models in AI-driven text generation-are of interest as they could influence informational quality, leading to various forms of disordered information such as misinformation. We conduct a two-part study generating abstracts about (a) genre scholarship and (b) polarized topics subject to misinformation. We conclude with considerations about this speculative domain of AI text generation and dis/misinformation spread and how genre approaches may be instructive in its identification.						Balbon, Ana Patricia/0009-0004-9779-1247													0047-2816	1541-3780				APR	2025	55	2					163	189		10.1177/00472816231226249	http://dx.doi.org/10.1177/00472816231226249		JAN 2024											WOS:001442120700001
