PMID,Title,Authors,Citation,First Author,Journal/Book,Publication Year,Create Date,PMCID,NIHMS ID,DOI
"26448793","eHealth 2015 Special Issue: Impact of Electronic Health Records on the Completeness of Clinical Documentation Generated during Diabetic Retinopathy Consultations","Mitsch C, Huber P, Kriechbaum K, Scholda C, Duftschmid G, Wrba T, Schmidt-Erfurth U.","Appl Clin Inform. 2015 Jul 29;6(3):478-87. doi: 10.4338/ACI-2014-11-RA-0104. eCollection 2015.","Mitsch C","Appl Clin Inform","2015","2015/10/09","PMC4586337","","10.4338/ACI-2014-11-RA-0104"
"38454633","Transitioning From an In-Person Intervention to Augmented Text Messaging During COVID-19 in Mexican Americans With Prediabetes: The Starr County Diabetes Prevention Randomized Clinical Trial","Brown SA, Winter MA, Becker HA, García AA, Velasquez MM, Tanaka H, Perkison WB, Brown EL, Aguilar D, Hanis CL.","Sci Diabetes Self Manag Care. 2024 Apr;50(2):107-115. doi: 10.1177/26350106241233475. Epub 2024 Mar 7.","Brown SA","Sci Diabetes Self Manag Care","2024","2024/03/08","PMC11062239","NIHMS1987085","10.1177/26350106241233475"
"32766500","Improving Accuracy of Handoff by Implementing an Electronic Health Record-generated Tool: An Improvement Project in an Academic Neonatal Intensive Care Unit","Koo JK, Moyer L, Castello MA, Arain Y.","Pediatr Qual Saf. 2020 Jul 10;5(4):e329. doi: 10.1097/pq9.0000000000000329. eCollection 2020 Jul-Aug.","Koo JK","Pediatr Qual Saf","2020","2020/08/09","PMC7360222","","10.1097/pq9.0000000000000329"
"38303468","Entity relationship extraction from Chinese electronic medical records based on feature augmentation and cascade binary tagging framework","Lu X, Tong J, Xia S.","Math Biosci Eng. 2024 Jan;21(1):1342-1355. doi: 10.3934/mbe.2024058. Epub 2022 Dec 27.","Lu X","Math Biosci Eng","2024","2024/02/02","","","10.3934/mbe.2024058"
"40478706","TimEHR: Image-Based Time Series Generation for Electronic Health Records","Karami H, Hartley MA, Atienza D, Ionescu A.","IEEE J Biomed Health Inform. 2025 Dec;29(12):9170-9180. doi: 10.1109/JBHI.2025.3577328.","Karami H","IEEE J Biomed Health Inform","2025","2025/06/06","","","10.1109/JBHI.2025.3577328"
"30672407","Five key strategic priorities of integrating patient generated health data into United Kingdom electronic health records","Cresswell K, McKinstry B, Wolters M, Shah A, Sheikh A.","J Innov Health Inform. 2019 Jan 4;25(4):254-259. doi: 10.14236/jhi.v25i4.1068.","Cresswell K","J Innov Health Inform","2019","2019/01/24","","","10.14236/jhi.v25i4.1068"
"40726746","Zero-Shot Extraction of Seizure Outcomes from Clinical Notes Using Generative Pretrained Transformers","Ojemann WKS, Xie K, Liu K, Chang E, Roth D, Litt B, Ellis CA.","J Healthc Inform Res. 2025 Apr 29;9(3):380-400. doi: 10.1007/s41666-025-00198-5. eCollection 2025 Sep.","Ojemann WKS","J Healthc Inform Res","2025","2025/07/29","PMC12290146","","10.1007/s41666-025-00198-5"
"41205689","LLM-DQR: Large language model-based automated generation of data quality rules for electronic health records","Xie S, Cai H, Sun Y, Lv X.","J Biomed Inform. 2025 Dec;172:104951. doi: 10.1016/j.jbi.2025.104951. Epub 2025 Nov 6.","Xie S","J Biomed Inform","2025","2025/11/08","","","10.1016/j.jbi.2025.104951"
"41307270","Augmenting fact and date of death in electronic health records using internet media sources: a validation study from two large healthcare systems","LeNoue-Newton M, Al-Garadi M, Ngan K, Pillai H, Reeves RM, Park D, Westerman DM, Hernández-Muñoz JJ, Wang X, Kuzucan A, Wang SV, Lin KJ, Fuller CC, McPheeters M, Matheny ME, Desai RJ.","Am J Epidemiol. 2025 Nov 27:kwaf258. doi: 10.1093/aje/kwaf258. Online ahead of print.","LeNoue-Newton M","Am J Epidemiol","2025","2025/11/27","","","10.1093/aje/kwaf258"
"40380639","Strategies for Effective Integration of Patient-Generated Health Data (PGHD) into Electronic Health Records (EHRs): A Collaborative Approach","Abedian S, Jayathissa P, Katsch F, Hussein R.","Stud Health Technol Inform. 2025 May 15;327:1013-1014. doi: 10.3233/SHTI250532.","Abedian S","Stud Health Technol Inform","2025","2025/05/17","","","10.3233/SHTI250532"
"40755813","A Pipeline for Automating Emergency Medicine Documentation Using LLMs with Retrieval-Augmented Text Generation","Moser D, Bender M, Sariyar M.","Appl Artif Intell. 2025 Jun 18;39(1):2519169. doi: 10.1080/08839514.2025.2519169. eCollection 2025.","Moser D","Appl Artif Intell","2025","2025/08/04","PMC12315831","","10.1080/08839514.2025.2519169"
"35673083","Augmentation of Electronic Medical Record Data for Deep Learning","Kennedy G, Dras M, Gallego B.","Stud Health Technol Inform. 2022 Jun 6;290:582-586. doi: 10.3233/SHTI220144.","Kennedy G","Stud Health Technol Inform","2022","2022/06/08","","","10.3233/SHTI220144"
"39875408","Bias-corrected serum creatinine from UK Biobank electronic medical records generates an important data resource for kidney function trajectories","Gorski M, Wiegrebe S, Burkhardt R, Behr M, Küchenhoff H, Stark KJ, Böger CA, Heid IM.","Sci Rep. 2025 Jan 28;15(1):3540. doi: 10.1038/s41598-025-85391-7.","Gorski M","Sci Rep","2025","2025/01/28","PMC11775100","","10.1038/s41598-025-85391-7"
"34629150","Substituting clinical features using synthetic medical phrases: Medical text data augmentation techniques","Abdollahi M, Gao X, Mei Y, Ghosh S, Li J, Narag M.","Artif Intell Med. 2021 Oct;120:102167. doi: 10.1016/j.artmed.2021.102167. Epub 2021 Sep 10.","Abdollahi M","Artif Intell Med","2021","2021/10/11","","","10.1016/j.artmed.2021.102167"
"41060255","Zero-shot medical event prediction using a generative pretrained transformer on electronic health records","Redekop E, Wang Z, Kulkarni R, Pleasure M, Chin A, Hassanzadeh HR, Hill BL, Emami M, Speier WF, Arnold CW.","J Am Med Inform Assoc. 2025 Dec 1;32(12):1833-1842. doi: 10.1093/jamia/ocaf160.","Redekop E","J Am Med Inform Assoc","2025","2025/10/08","PMC12646381","","10.1093/jamia/ocaf160"
"41321561","Augmenting large language models to predict social determinants of mental health in opioid use disorder using patient clinical notes","Pagare M, Bheesetti DSK, Essien-Aleksi I, Alam MAU.","JAMIA Open. 2025 Nov 27;8(6):ooaf142. doi: 10.1093/jamiaopen/ooaf142. eCollection 2025 Dec.","Pagare M","JAMIA Open","2025","2025/12/01","PMC12664681","","10.1093/jamiaopen/ooaf142"
"40227336","Prediction of Lupus Classification Criteria via Generative AI Medical Record Profiling","Nair S, Lushington GH, Purushothaman M, Rubin B, Jupe E, Gattam S.","BioTech (Basel). 2025 Mar 6;14(1):15. doi: 10.3390/biotech14010015.","Nair S","BioTech (Basel)","2025","2025/04/14","PMC11940096","","10.3390/biotech14010015"
"40997848","Leveraging a Large Language Model for Streamlined Medical Record Generation: Implications for Health Care Informatics","Chiang YL, Yang KF, Su PC, Tsai SF, Liang KL.","Appl Clin Inform. 2025 Oct;16(5):1493-1506. doi: 10.1055/a-2707-2959. Epub 2025 Sep 25.","Chiang YL","Appl Clin Inform","2025","2025/09/25","PMC12571553","","10.1055/a-2707-2959"
"41436470","Investigating the relationship between breast cancer risk factors and an AI-generated mammographic texture feature in the Nurses' Health Study II","Wu X, Jiang S, Ge A, Turman C, Colditz G, Tamimi RM, Kraft P.","NPJ Breast Cancer. 2025 Dec 23;12(1):5. doi: 10.1038/s41523-025-00870-4.","Wu X","NPJ Breast Cancer","2025","2025/12/23","PMC12779946","","10.1038/s41523-025-00870-4"
"41336791","CoordConv-ControlDDPM: A Text-Guided Approach to Medical Image Augmentation for Improved Segmentation","Li Y, Liu J, Shi X, Chen YW, Kato J.","Annu Int Conf IEEE Eng Med Biol Soc. 2025 Jul;2025:1-4. doi: 10.1109/EMBC58623.2025.11251607.","Li Y","Annu Int Conf IEEE Eng Med Biol Soc","2025","2025/12/03","","","10.1109/EMBC58623.2025.11251607"
"38589046","The elephant in the room: reflecting on text-to-image generative AI and global health images","Alenichev A, Kingori P, Shaffer J, Peeters Grietens K.","BMJ Glob Health. 2024 Apr 8;9(4):e015601. doi: 10.1136/bmjgh-2024-015601.","Alenichev A","BMJ Glob Health","2024","2024/04/08","PMC11015191","","10.1136/bmjgh-2024-015601"
"40944706","Generating synthetic patient vignettes from real medical texts for the teaching of clinical reasoning","Cayres Ribeiro LM, Sidorenkov G, El-Baz N, Vliegenthart R, Koopman MY, Durning SJ, de Carvalho Filho MA.","Med Teach. 2025 Sep 13:1-4. doi: 10.1080/0142159X.2025.2537334. Online ahead of print.","Cayres Ribeiro LM","Med Teach","2025","2025/09/13","","","10.1080/0142159X.2025.2537334"
"31899777","Risk factors for third-generation cephalosporin resistant Enterobacteriaceae in gestational urine cultures: A retrospective cohort study based on centralized electronic health records","Guri A, Flaks-Manov N, Ghilai A, Hoshen M, Flidel Rimon O, Ciobotaro P, Zimhony O.","PLoS One. 2020 Jan 3;15(1):e0226515. doi: 10.1371/journal.pone.0226515. eCollection 2020.","Guri A","PLoS One","2020","2020/01/04","PMC6941821","","10.1371/journal.pone.0226515"
"40309133","Adapting Generative Large Language Models for Information Extraction from Unstructured Electronic Health Records in Residential Aged Care: A Comparative Analysis of Training Approaches","Vithanage D, Deng C, Wang L, Yin M, Alkhalaf M, Zhang Z, Zhu Y, Yu P.","J Healthc Inform Res. 2025 Feb 20;9(2):191-219. doi: 10.1007/s41666-025-00190-z. eCollection 2025 Jun.","Vithanage D","J Healthc Inform Res","2025","2025/05/01","PMC12037947","","10.1007/s41666-025-00190-z"
"40780508","Clinical Application of a Novel Augmented Reality Navigation System for Chronic Subdural Hematoma Surgery Using a Single Quick Response Code Marker as a Tracking Target: Technical Note","Goto Y, Takata T, Ogura Y, Nakamura Y, Inoue Y, Kawaguchi A, Tomioka A, Oyama Y, Kotoku J, Ueki K, Shin M.","World Neurosurg. 2025 Oct;202:124354. doi: 10.1016/j.wneu.2025.124354. Epub 2025 Aug 6.","Goto Y","World Neurosurg","2025","2025/08/08","","","10.1016/j.wneu.2025.124354"
"41294639","Patients Prefer Human Empathy, but Not Always Human Wording: A Single-Blind Within-Subject Trial of GPT-Generated vs. Clinician Discharge Texts in Emergency Ophthalmology","Samardzic D, Curkovic J, Okmazic D, Glumac S, Vrdoljak J, Skara Kolega M, Kreso A.","Clin Pract. 2025 Nov 14;15(11):208. doi: 10.3390/clinpract15110208.","Samardzic D","Clin Pract","2025","2025/11/26","PMC12651557","","10.3390/clinpract15110208"
"40756387","Ethical AI in medical text generation: balancing innovation with privacy in public health","Liang M.","Front Public Health. 2025 Jul 18;13:1583507. doi: 10.3389/fpubh.2025.1583507. eCollection 2025.","Liang M","Front Public Health","2025","2025/08/04","PMC12313694","","10.3389/fpubh.2025.1583507"
"41385223","Uptake of Generative AI Integrated With Electronic Health Records in US Hospitals","Everson J, Nong P, Richwine C.","JAMA Netw Open. 2025 Dec 1;8(12):e2549463. doi: 10.1001/jamanetworkopen.2025.49463.","Everson J","JAMA Netw Open","2025","2025/12/12","PMC12701511","","10.1001/jamanetworkopen.2025.49463"
"40499159","Economic Evaluation of the Next Generation Electronic Medical Records in Singapore: Cost-Utility Analysis","Chen C, Sukmanee J, Soon KW, Lim J, D'Souza JLA, Teerawattananon Y.","J Med Internet Res. 2025 Jun 11;27:e70484. doi: 10.2196/70484.","Chen C","J Med Internet Res","2025","2025/06/11","PMC12198694","","10.2196/70484"
"41350380","Enhancing patient participation in emergency department through patient-friendly clinical notes generated by large language models","Kim SI, Park J, Kim T, Seo W, Kim T, Cha WC, Hong H.","Sci Rep. 2025 Dec 5;16(1):1409. doi: 10.1038/s41598-025-31113-y.","Kim SI","Sci Rep","2025","2025/12/05","PMC12796464","","10.1038/s41598-025-31113-y"
"41199808","Assessing the quality of AI-generated clinical notes: validated evaluation of a large language model ambient scribe","Palm E, Manikantan A, Mahal H, Belwadi SS, Pepin ME.","Front Artif Intell. 2025 Oct 22;8:1691499. doi: 10.3389/frai.2025.1691499. eCollection 2025.","Palm E","Front Artif Intell","2025","2025/11/07","PMC12586549","","10.3389/frai.2025.1691499"
"40614319","Systematic evaluation of AI-based text-to-image models for generating medical illustrations in neurosurgery: a multi-stage comparative study","Davis P, Napole A, Reddy C, Palepu SK, Wu AQ, Mannam SS, Gajjar AA, Jabarkheel R, Ajmera S, Ahmad H, Scott KW, Sioutas G, Shekhtman O, Kandregula S, Rahmani R, Catapano JS, Burkhardt JK, Srinivasan VM.","Clin Neurol Neurosurg. 2025 Oct;257:109039. doi: 10.1016/j.clineuro.2025.109039. Epub 2025 Jul 2.","Davis P","Clin Neurol Neurosurg","2025","2025/07/04","","","10.1016/j.clineuro.2025.109039"
"37995536","LDP-GAN : Generative adversarial networks with local differential privacy for patient medical records synthesis","Gwon H, Ahn I, Kim Y, Kang HJ, Seo H, Choi H, Cho HN, Kim M, Han J, Kee G, Park S, Lee KH, Jun TJ, Kim YH.","Comput Biol Med. 2024 Jan;168:107738. doi: 10.1016/j.compbiomed.2023.107738. Epub 2023 Nov 19.","Gwon H","Comput Biol Med","2024","2023/11/23","","","10.1016/j.compbiomed.2023.107738"
"30478146","Assessing function of electronic health records for real-world data generation","Guinn D, Wilhelm EE, Lieberman G, Khozin S.","BMJ Evid Based Med. 2019 Jun;24(3):95-98. doi: 10.1136/bmjebm-2018-111111. Epub 2018 Nov 26.","Guinn D","BMJ Evid Based Med","2019","2018/11/28","","","10.1136/bmjebm-2018-111111"
"32678799","Notes From the Field: Use of Emergency Medical Service Data to Augment COVID-19 Public Health Surveillance in Montgomery County, Maryland, From March to June 2020","Sayers DR, Hulse ST, Webber BJ, Burns TA, Denicoff AL.","JMIR Public Health Surveill. 2020 Jul 31;6(3):e22331. doi: 10.2196/22331.","Sayers DR","JMIR Public Health Surveill","2020","2020/07/18","PMC7398595","","10.2196/22331"
"41041737","Benchmarking Large Language Models for Italian Medical Text Classification: Are Generative Models the Best Choice?","Lilli L, Patarnello S, Masciocchi C, Marchetti A, Arcuri G.","Stud Health Technol Inform. 2025 Oct 2;332:12-16. doi: 10.3233/SHTI251486.","Lilli L","Stud Health Technol Inform","2025","2025/10/03","","","10.3233/SHTI251486"
"41184499","Nested named entity recognition in traditional Chinese medicine electronic medical records via dual-granularity feature augmentation and span classification","Minghao L, Qing Y, Chunlei C, Peng L.","Sci Rep. 2025 Nov 3;15(1):38357. doi: 10.1038/s41598-025-22283-w.","Minghao L","Sci Rep","2025","2025/11/03","PMC12583629","","10.1038/s41598-025-22283-w"
"41407195","Next-Generation Multicenter Studies: Using Artificial Intelligence to Automatically Process Unstructured Health Records of Patients with Lung Cancer across Multiple Institutions","Aldea M, Zullo L, Levrat V, Bennouna J, Schneider S, Mercier O, Mougenot E, Bergot E, Dujon C, Cloarec N, Valette CA, Nuccio A, Deloger M, Helissey C, Simon S, Carpentier A, Djarallah A, Rolland P, Louis JC, Ancillon L, Vignal B, Rambaud F, Tessier P, Chuttoo L, Siby K, Poplu A, Zarca K, Michiels S, Barlesi F, Le Ouay F, Besse B.","Ann Oncol. 2025 Dec 15:S0923-7534(25)06320-3. doi: 10.1016/j.annonc.2025.12.006. Online ahead of print.","Aldea M","Ann Oncol","2025","2025/12/17","","","10.1016/j.annonc.2025.12.006"
"27038998","Augmented Image Interpretation Through the Use of Advanced Health Record Technology","Krishnaraj A, Gandhi S, Butros SR, Fintelmann F, McDermott S, Shelly M, Patrie J.","J Am Coll Radiol. 2016 Sep;13(9):1151-5. doi: 10.1016/j.jacr.2016.02.015. Epub 2016 Mar 30.","Krishnaraj A","J Am Coll Radiol","2016","2016/04/04","","","10.1016/j.jacr.2016.02.015"
"35421795","Medical image augmentation for lesion detection using a texture-constrained multichannel progressive GAN","Guan Q, Chen Y, Wei Z, Heidari AA, Hu H, Yang XH, Zheng J, Zhou Q, Chen H, Chen F.","Comput Biol Med. 2022 Jun;145:105444. doi: 10.1016/j.compbiomed.2022.105444. Epub 2022 Mar 30.","Guan Q","Comput Biol Med","2022","2022/04/14","","","10.1016/j.compbiomed.2022.105444"
"38222342","Clinical Feature Vector Generation using Unsupervised Graph Representation Learning from Heterogeneous Medical Records","Seki T, Kawazoe Y, Ohe K.","AMIA Annu Symp Proc. 2024 Jan 11;2023:618-623. eCollection 2023.","Seki T","AMIA Annu Symp Proc","2024","2024/01/15","PMC10785854","",""
"27241262","The lexeme hypotheses: Their use to generate highly grammatical and completely computerized medical records","Macfarlane D.","Med Hypotheses. 2016 Jul;92:75-9. doi: 10.1016/j.mehy.2016.04.031. Epub 2016 Apr 20.","Macfarlane D","Med Hypotheses","2016","2016/06/01","","","10.1016/j.mehy.2016.04.031"
"40683189","EEG Emotion Copilot: Optimizing lightweight LLMs for emotional EEG interpretation with assisted medical record generation","Chen H, Zeng W, Chen C, Cai L, Wang F, Shi Y, Wang L, Zhang W, Li Y, Yan H, Siok WT, Wang N.","Neural Netw. 2025 Dec;192:107848. doi: 10.1016/j.neunet.2025.107848. Epub 2025 Jul 10.","Chen H","Neural Netw","2025","2025/07/19","","","10.1016/j.neunet.2025.107848"
"40325519","OpenAI's 'Deep Research' for the Generation of Comprehensive Referenced Medical Text: Uses and Cautions","Jesudason D, Gao C, Seth I, Chan WO, Bacchi S.","ANZ J Surg. 2025 Nov;95(11):2250-2252. doi: 10.1111/ans.70161. Epub 2025 May 5.","Jesudason D","ANZ J Surg","2025","2025/05/06","PMC12641354","","10.1111/ans.70161"
"41021481","Disability portrayals in artificial intelligence text-to-image generation: Influence of context and the medicalization of disability","Ertman B, Xia B, Sloane M, Hartvigsen T, Perrin PB.","Rehabil Psychol. 2025 Sep 29. doi: 10.1037/rep0000634. Online ahead of print.","Ertman B","Rehabil Psychol","2025","2025/09/29","","","10.1037/rep0000634"
"40899543","Retrieval-Augmented Generation for ICD-10 Coding in German Clinical Texts - A Technical Case Report","Krumscheid M, Blömer J, Becker M.","Stud Health Technol Inform. 2025 Sep 3;331:204-212. doi: 10.3233/SHTI251397.","Krumscheid M","Stud Health Technol Inform","2025","2025/09/03","","","10.3233/SHTI251397"
"26901977","Including Patient-Generated Health Data in Electronic Health Records","Aschettino L, Baldwin K, Friedman B, Grady R, Grebner L, Hennings ME, Kadlec L, Kirby A, Meyer M, O'Dell RM, Pearson S, Roberson J, Rulon V, Schoeffel B, Smith A, Tegen A, Washington L.","J AHIMA. 2015 Feb;86(2):54-7.","Aschettino L","J AHIMA","2015","2016/02/24","","",""
"40417482","Toward Relieving Clinician Burden by Automatically Generating Progress Notes using Interim Hospital Data","Soni S, Demner-Fushman D.","AMIA Annu Symp Proc. 2025 May 22;2024:1059-1068. eCollection 2024.","Soni S","AMIA Annu Symp Proc","2025","2025/05/26","PMC12099345","",""
"40227877","Does Concomitant Psychostimulants Mitigate Second-Generation Antipsychotics-Associated Weight Gain? An Observational Study Based on Electronic Medical Records Data","Lyu N, Rowan PJ, Varisco TJ, Abughosh S, Lin Y, Chen H.","J Child Adolesc Psychopharmacol. 2025 Nov;35(9):508-517. doi: 10.1089/cap.2024.0135. Epub 2025 Apr 14.","Lyu N","J Child Adolesc Psychopharmacol","2025","2025/04/14","","","10.1089/cap.2024.0135"
